word-1	word-2	GS_value	Similar by path	LCS path	Similar by L&C	LCS L&C	Similar by W&P	LCS W&P	Similar by R	LCS R	Similar by L	LCS L	Similar by J&C	LCS J&C
bird	cock	3.05	0.5	eng-30-01503061-n	2.70805020110221	eng-30-01503061-n	0.9523809523809523	eng-30-01503061-n	6.937446111342273	eng-30-01503061-n	0.7881404411673192	eng-30-01503061-n	0.2681179750637138	eng-30-01503061-n
bird	Crane	2.97	0.25	eng-30-01503061-n	2.0149030205422647	eng-30-01503061-n	0.8695652173913043	eng-30-01503061-n	6.937446111342273	eng-30-01503061-n	0.0		0.0	
tool	implement	2.95	0.5	eng-30-03563967-n	2.70805020110221	eng-30-03563967-n	0.9333333333333333	eng-30-03563967-n	6.3104387332868725	eng-30-03563967-n	0.9145873239177384	eng-30-03563967-n	0.8484246900949288	eng-30-03563967-n
brother	Monk	2.82	0.5	eng-30-10112129-n	2.70805020110221	eng-30-10112129-n	0.9523809523809523	eng-30-10112129-n	10.156321936210475	eng-30-10112129-n	0.20788439871426262	eng-30-00007846-n	0.06894384233921792	eng-30-00007846-n
lad	brother	1.66	0.2	eng-30-00007846-n	1.791759469228055	eng-30-00007846-n	0.7777777777777778	eng-30-00007846-n	1.9033026456664381	eng-30-00007846-n	0.24001054122796728	eng-30-00007846-n	0.08296308648149416	eng-30-00007846-n
Crane	implement	1.68	0.2	eng-30-03575240-n	1.791759469228055	eng-30-03575240-n	0.75	eng-30-03575240-n	3.445068277596125	eng-30-03575240-n	0.0		0.0	
journey	car	1.16	0.05555555555555555	eng-30-00001740-n	0.5108256237659907	eng-30-00001740-n	0.10526315789473684	eng-30-00001740-n	-0.0	eng-30-00001740-n	-0.0	eng-30-00001740-n	0.07069949326074976	eng-30-00001740-n
Monk	oracle	1.10	0.125	eng-30-00007846-n	1.3217558399823195	eng-30-00007846-n	0.6666666666666666	eng-30-00007846-n	1.9033026456664381	eng-30-00007846-n	0.182803604943447	eng-30-00007846-n	0.05876523359190643	eng-30-00007846-n
cemetery	woodland	0.95	0.1111111111111111	eng-30-00002684-n	1.2039728043259361	eng-30-00002684-n	0.42857142857142855	eng-30-00002684-n	1.1692001183611416	eng-30-00002684-n	0.11192554499178616	eng-30-00002684-n	0.05389655337694569	eng-30-00002684-n
food	rooster	0.89	0.0625	eng-30-00001930-n	0.6286086594223742	eng-30-00001930-n	0.21052631578947367	eng-30-00001930-n	0.6143639493869085	eng-30-00001930-n	0.07617519698342598	eng-30-00001930-n	0.06710706557957427	eng-30-00001930-n
coast	Hill	0.87	0.2	eng-30-09287968-n	1.791759469228055	eng-30-09287968-n	0.6666666666666666	eng-30-09287968-n	6.138138734953937	eng-30-09287968-n	0.7285879249527557	eng-30-09287968-n	0.21866844070659408	eng-30-09287968-n
forest	graveyard	0.84	0.1111111111111111	eng-30-00002684-n	1.2039728043259361	eng-30-00002684-n	0.42857142857142855	eng-30-00002684-n	1.1692001183611416	eng-30-00002684-n	0.11192554499178616	eng-30-00002684-n	0.05871393240842899	eng-30-00001740-n
shore	woodland	0.63	0.2	eng-30-00002684-n	1.791759469228055	eng-30-00002684-n	0.6	eng-30-00002684-n	1.1692001183611416	eng-30-00002684-n	0.12195167151858151	eng-30-00002684-n	0.05939508258297386	eng-30-00002684-n
Monk	slave	0.55	0.2	eng-30-00007846-n	1.791759469228055	eng-30-00007846-n	0.7777777777777778	eng-30-00007846-n	1.9033026456664381	eng-30-00007846-n	0.20112728495581914	eng-30-00007846-n	0.06613868498379295	eng-30-00007846-n
coast	forest	0.42	0.16666666666666666	eng-30-00002684-n	1.6094379124341003	eng-30-00002684-n	0.5454545454545454	eng-30-00002684-n	1.1692001183611416	eng-30-00002684-n	0.11813771587582612	eng-30-00002684-n	0.0627623451593688	eng-30-00001740-n
lad	wizard	0.42	0.2	eng-30-00007846-n	1.791759469228055	eng-30-00007846-n	0.7777777777777778	eng-30-00007846-n	1.9033026456664381	eng-30-00007846-n	0.22410026998736687	eng-30-00007846-n	0.07587503982877675	eng-30-00007846-n
chord	smile	0.13	0.09090909090909091	eng-30-00033020-n	1.0033021088637848	eng-30-00033020-n	0.375	eng-30-00033020-n	3.071760281122492	eng-30-00033020-n	0.32686435527704977	eng-30-00033020-n	0.07904013229162012	eng-30-00033020-n
glass	magician	0.11	0.125	eng-30-00007347-n	1.3217558399823195	eng-30-00007347-n	0.47058823529411764	eng-30-00003553-n	1.8746991911165738	eng-30-00007347-n	0.1420513965283683	eng-30-00003553-n	0.06044544459671397	eng-30-00003553-n
rooster	voyage	0.08	0.041666666666666664	eng-30-00001740-n	0.2231435513142097	eng-30-00001740-n	0.08	eng-30-00001740-n	-0.0	eng-30-00001740-n	-0.0	eng-30-00001740-n	0.05013033697410487	eng-30-00001740-n
noon	string	0.08	0.08333333333333333	eng-30-00002137-n	0.916290731874155	eng-30-00002137-n	0.26666666666666666	eng-30-00002137-n	0.7794168300527748	eng-30-00002137-n	0.09234825109571426	eng-30-00002137-n	0.0652694046478817	eng-30-00002137-n
