word-1	word-2	GS_value	Similar by path	LCS path	Similar by L&C	LCS L&C	Similar by W&P	LCS W&P	Similar by R	LCS R	Similar by L	LCS L	Similar by J&C	LCS J&C
bed	juweel	0.45	0.25	nld-21-d_n-31770-n	2.0149030205422647	nld-21-d_n-31770-n	0.6666666666666666	nld-21-d_n-31770-n	6.285283123401736	nld-21-d_n-31770-n	0.34370016229712197	nld-21-d_n-17250-n	0.05405696097046272	nld-21-d_n-17250-n
wagen	bed	0.4864864864864865	0.16666666666666666	nld-21-d_n-31770-n	1.6094379124341003	nld-21-d_n-31770-n	0.5454545454545454	nld-21-d_n-31770-n	6.285283123401736	nld-21-d_n-31770-n	0.5376073882271749	nld-21-d_n-31770-n	0.09249100557672892	nld-21-d_n-31770-n
glas	magiër	0.5294117647058824	0.1	nld-21-d_n-24103-n	1.0986122886681098	nld-21-d_n-24103-n	0.3076923076923077	nld-21-d_n-24103-n	5.342310028252222	nld-21-d_n-24103-n	0.38520064981431446	nld-21-d_n-24103-n	0.05864007646750819	nld-21-d_n-24103-n
kerkhof	gekkenhuis	0.6216216216216216	0.16666666666666666	nld-21-d_n-24488-n	1.6094379124341003	nld-21-d_n-24488-n	0.4444444444444444	nld-21-d_n-24488-n	6.389403226051073	nld-21-d_n-24488-n	0.49360185715601856	nld-21-d_n-24488-n	0.07627713780828697	nld-21-d_n-24488-n
inrichting	begraafplaats	0.6756756756756757	0.2	nld-21-d_n-28590-n	1.791759469228055	nld-21-d_n-28590-n	0.4444444444444444	nld-21-d_n-24488-n	6.389403226051073	nld-21-d_n-24488-n	0.49360185715601856	nld-21-d_n-24488-n	0.07627713780828697	nld-21-d_n-24488-n
inrichting	monnik	0.7435897435897436	0.08333333333333333	nld-21-d_n-28590-n	0.916290731874155	nld-21-d_n-28590-n	0.25	nld-21-d_n-24103-n	5.342310028252222	nld-21-d_n-24103-n	0.4557857519326137	nld-21-d_n-24103-n	0.07838478178264773	nld-21-d_n-24103-n
jongen	hen	0.75	0.14285714285714285	nld-21-d_n-10845-n	1.455287232606842	nld-21-d_n-10845-n	0.625	nld-21-d_n-10845-n	6.217350774706231	nld-21-d_n-10845-n	0.5436587456006036	nld-21-d_n-10845-n	0.09580789113009264	nld-21-d_n-10845-n
begraafplaats	heuvel	0.75	0.2	nld-21-d_n-24488-n	1.791759469228055	nld-21-d_n-24488-n	0.5	nld-21-d_n-24488-n	6.389403226051073	nld-21-d_n-24488-n	0.45073570863125695	nld-21-d_n-24488-n	0.06421704355257879	nld-21-d_n-24488-n
grijns	knul	0.7692307692307693	0.0625	nld-21-d_n-28590-n	0.6286086594223742	nld-21-d_n-28590-n	0.11764705882352941	nld-21-d_n-28590-n	3.066634912582401	nld-21-d_n-28590-n	0.0	nld-21-d_n-28590-n	0.0	nld-21-d_n-28590-n
bos	kerkhof	0.7948717948717948	0.2	nld-21-d_n-28590-n	1.791759469228055	nld-21-d_n-28590-n	0.5	nld-21-d_n-24488-n	6.389403226051073	nld-21-d_n-24488-n	0.47364611293603465	nld-21-d_n-24488-n	0.07041835096466842	nld-21-d_n-24488-n
begraafplaats	woud	0.8055555555555556	0.16666666666666666	nld-21-d_n-24488-n	1.6094379124341003	nld-21-d_n-24488-n	0.4444444444444444	nld-21-d_n-24488-n	6.389403226051073	nld-21-d_n-24488-n	0.0	nld-21-d_n-28590-n	0.0	nld-21-d_n-28590-n
monnik	slaaf	1.0	0.25	nld-21-d_n-24443-n	2.0149030205422647	nld-21-d_n-24443-n	0.8421052631578947	nld-21-d_n-24443-n	6.314929282018136	nld-21-d_n-24443-n	0.4918376183603914	nld-21-d_n-24443-n	0.07663386751775747	nld-21-d_n-24443-n
heuvel	oever	1.0256410256410255	0.125	nld-21-d_n-28590-n	1.3217558399823195	nld-21-d_n-28590-n	0.2222222222222222	nld-21-d_n-28590-n	3.066634912582401	nld-21-d_n-28590-n	0.22017948484249064	nld-21-d_n-28590-n	0.046035209479911146	nld-21-d_n-28590-n
kust	bos	1.054054054054054	0.16666666666666666	nld-21-d_n-28590-n	1.6094379124341003	nld-21-d_n-28590-n	0.4444444444444444	nld-21-d_n-38865-n	4.63087453334782	nld-21-d_n-38865-n	0.3591420823174954	nld-21-d_n-38865-n	0.06050782355661257	nld-21-d_n-38865-n
vogel	woud	1.0789473684210527	0.09090909090909091	nld-21-d_n-28590-n	1.0033021088637848	nld-21-d_n-28590-n	0.16666666666666666	nld-21-d_n-28590-n	3.066634912582401	nld-21-d_n-28590-n	0.0	nld-21-d_n-28590-n	0.0	nld-21-d_n-28590-n
knul	tovenaar	1.0810810810810811	0.2	nld-21-d_n-12603-n	1.791759469228055	nld-21-d_n-12603-n	0.7777777777777778	nld-21-d_n-12603-n	6.278930782850419	nld-21-d_n-12603-n	0.47024333869706764	nld-21-d_n-12603-n	0.07068553259653937	nld-21-d_n-12603-n
kust	berg	1.1538461538461537	0.16666666666666666	nld-21-d_n-28590-n	1.6094379124341003	nld-21-d_n-28590-n	0.2857142857142857	nld-21-d_n-28590-n	3.066634912582401	nld-21-d_n-28590-n	0.26000244393064564	nld-21-d_n-28590-n	0.05728686726117726	nld-21-d_n-28590-n
voedsel	hen	1.1578947368421053	0.1111111111111111	nld-21-d_n-28590-n	1.2039728043259361	nld-21-d_n-28590-n	0.2	nld-21-d_n-28590-n	3.066634912582401	nld-21-d_n-28590-n	0.2709254481493974	nld-21-d_n-28590-n	0.06058788459676699	nld-21-d_n-28590-n
monnik	orakel	1.162162162162162	0.25	nld-21-d_n-24443-n	2.0149030205422647	nld-21-d_n-24443-n	0.8421052631578947	nld-21-d_n-24443-n	6.314929282018136	nld-21-d_n-24443-n	0.0	nld-21-d_n-24443-n	0.0	nld-21-d_n-24443-n
oever	woud	1.1666666666666667	0.14285714285714285	nld-21-d_n-38865-n	1.455287232606842	nld-21-d_n-38865-n	0.4	nld-21-d_n-38865-n	4.63087453334782	nld-21-d_n-38865-n	0.0	nld-21-d_n-38865-n	0.0	nld-21-d_n-38865-n
jongen	wijsgeer	1.2432432432432432	0.3333333333333333	nld-21-d_n-24443-n	2.3025850929940455	nld-21-d_n-24443-n	0.8888888888888888	nld-21-d_n-24443-n	6.314929282018136	nld-21-d_n-24443-n	0.5379492029376366	nld-21-d_n-24443-n	0.09218347117581488	nld-21-d_n-24443-n
oven	werktuig	1.263157894736842	0.3333333333333333	nld-21-d_n-32526-n	2.3025850929940455	nld-21-d_n-32526-n	0.8461538461538461	nld-21-d_n-32526-n	6.710116350432524	nld-21-d_n-34275-n	0.6684127770582136	nld-21-d_n-34275-n	0.1502058714098492	nld-21-d_n-34275-n
glas	juweel	1.2894736842105263	0.3333333333333333	nld-21-d_n-31770-n	2.3025850929940455	nld-21-d_n-31770-n	0.75	nld-21-d_n-31770-n	9.49273899954219	nld-21-d_n-39538-n	0.6711923127821341	nld-21-d_n-39538-n	0.1075185689970632	nld-21-d_n-39538-n
berg	woud	1.4324324324324325	0.125	nld-21-d_n-28590-n	1.3217558399823195	nld-21-d_n-28590-n	0.36363636363636365	nld-21-d_n-24488-n	6.389403226051073	nld-21-d_n-24488-n	0.0	nld-21-d_n-28590-n	0.0	nld-21-d_n-28590-n
ezel	hen	1.4473684210526316	0.16666666666666666	nld-21-d_n-10845-n	1.6094379124341003	nld-21-d_n-10845-n	0.6666666666666666	nld-21-d_n-10845-n	6.217350774706231	nld-21-d_n-10845-n	0.44120385682144037	nld-21-d_n-10845-n	0.06349660922756585	nld-21-d_n-10845-n
vogel	ezel	1.5833333333333333	0.2	nld-21-d_n-10845-n	1.791759469228055	nld-21-d_n-10845-n	0.7142857142857143	nld-21-d_n-10845-n	6.217350774706231	nld-21-d_n-10845-n	0.47591502395274793	nld-21-d_n-10845-n	0.0730284930574788	nld-21-d_n-10845-n
ezel	werktuig	1.6176470588235294	0.2	nld-21-d_n-31770-n	1.791759469228055	nld-21-d_n-31770-n	0.6	nld-21-d_n-31770-n	6.285283123401736	nld-21-d_n-31770-n	0.4958948816867187	nld-21-d_n-24103-n	0.09206815400624349	nld-21-d_n-24103-n
auto	tocht	1.7435897435897436	0.09090909090909091	nld-21-d_n-28590-n	1.0033021088637848	nld-21-d_n-28590-n	0.16666666666666666	nld-21-d_n-28590-n	3.066634912582401	nld-21-d_n-28590-n	0.2838598501712886	nld-21-d_n-28590-n	0.064626981956845	nld-21-d_n-28590-n
orakel	wijsgeer	2.1470588235294117	0.3333333333333333	nld-21-d_n-24443-n	2.3025850929940455	nld-21-d_n-24443-n	0.8888888888888888	nld-21-d_n-24443-n	6.314929282018136	nld-21-d_n-24443-n	0.0	nld-21-d_n-24443-n	0.0	nld-21-d_n-24443-n
magiër	orakel	2.1666666666666665	0.3333333333333333	nld-21-d_n-24443-n	2.3025850929940455	nld-21-d_n-24443-n	0.8888888888888888	nld-21-d_n-24443-n	6.314929282018136	nld-21-d_n-24443-n	0.0	nld-21-d_n-24443-n	0.0	nld-21-d_n-24443-n
broeder	knul	2.236842105263158	0.2	nld-21-d_n-12603-n	1.791759469228055	nld-21-d_n-12603-n	0.7777777777777778	nld-21-d_n-12603-n	6.278930782850419	nld-21-d_n-12603-n	0.530580468066106	nld-21-d_n-12603-n	0.09000661133966345	nld-21-d_n-12603-n
kust	oever	2.3	0.3333333333333333	nld-21-d_n-40000-n	2.3025850929940455	nld-21-d_n-40000-n	0.8333333333333334	nld-21-d_n-40000-n	10.107303993456224	nld-21-d_n-40000-n	0.7428233522266963	nld-21-d_n-40000-n	0.14288567588172885	nld-21-d_n-40000-n
wijsgeer	tovenaar	2.5135135135135136	0.3333333333333333	nld-21-d_n-24443-n	2.3025850929940455	nld-21-d_n-24443-n	0.8888888888888888	nld-21-d_n-24443-n	6.314929282018136	nld-21-d_n-24443-n	0.4249608483490177	nld-21-d_n-24443-n	0.05851308801332027	nld-21-d_n-24443-n
oven	fornuis	2.525	0.25	nld-21-d_n-32526-n	2.0149030205422647	nld-21-d_n-32526-n	0.8	nld-21-d_n-32526-n	6.699127813144899	nld-21-d_n-32526-n	0.46175240116189775	nld-21-d_n-32526-n	0.06402930707937955	nld-21-d_n-32526-n
vogel	kip	2.5945945945945947	0.3333333333333333	nld-21-d_n-31725-n	2.3025850929940455	nld-21-d_n-31725-n	0.8571428571428571	nld-21-d_n-31725-n	11.291098065907793	nld-21-d_n-31725-n	0.9165676956128987	nld-21-d_n-31725-n	0.48647903907480655	nld-21-d_n-31725-n
broeder	monnik	2.7	0.5	nld-21-d_n-23302-n	2.70805020110221	nld-21-d_n-23302-n	0.9523809523809523	nld-21-d_n-23302-n	12.00307681881819	nld-21-d_n-23302-n	0.886206753786787	nld-21-d_n-23302-n	0.3244113105400513	nld-21-d_n-23302-n
voedsel	fruit	2.7777777777777777	0.5	nld-21-d_n-37334-n	2.70805020110221	nld-21-d_n-37334-n	0.8571428571428571	nld-21-d_n-37334-n	9.291534638633456	nld-21-d_n-37334-n	0.8519945218317192	nld-21-d_n-37334-n	0.3097715765428281	nld-21-d_n-37334-n
kip	hen	2.8378378378378377	1.0	nld-21-d_n-34484-n	3.4011973816621555	nld-21-d_n-34484-n	1.0	nld-21-d_n-34484-n	13.346685089558012	nld-21-d_n-34484-n	1.286766995E8	nld-21-d_n-34484-n	1.286766995E8	nld-21-d_n-34484-n
werktuig	gereedschap	2.8947368421052633	1.0	nld-21-d_n-15072-n	3.4011973816621555	nld-21-d_n-15072-n	1.0	nld-21-d_n-15072-n	6.709250098623489	nld-21-d_n-15072-n	1.286766995E8	nld-21-d_n-15072-n	1.286766995E8	nld-21-d_n-15072-n
bed	nest	2.9743589743589745	1.0	nld-21-d_n-38284-n	3.4011973816621555	nld-21-d_n-38284-n	1.0	nld-21-d_n-38284-n	12.764884046942662	nld-21-d_n-38284-n	1.286766995E8	nld-21-d_n-38284-n	1.286766995E8	nld-21-d_n-38284-n
edelsteen	juweel	3.1714285714285713	0.5	nld-21-d_n-16609-n	2.70805020110221	nld-21-d_n-16609-n	0.9090909090909091	nld-21-d_n-16609-n	12.260301251475006	nld-21-d_n-16609-n	0.900936508896893	nld-21-d_n-16609-n	0.3708936690604928	nld-21-d_n-16609-n
berg	heuvel	3.2857142857142856	0.3333333333333333	nld-21-d_n-14425-n	2.3025850929940455	nld-21-d_n-14425-n	0.8	nld-21-d_n-14425-n	11.101533660173123	nld-21-d_n-14425-n	0.8146401148876863	nld-21-d_n-14425-n	0.1979415946453297	nld-21-d_n-14425-n
lijfeigene	slaaf	3.35	1.0	nld-21-d_n-42033-n	3.4011973816621555	nld-21-d_n-42033-n	1.0	nld-21-d_n-42033-n	14.74505584679957	nld-21-d_n-42033-n	1.286766995E8	nld-21-d_n-42033-n	1.286766995E8	nld-21-d_n-42033-n
inrichting	gekkenhuis	3.3513513513513513	1.0	nld-21-d_n-11799-n	3.4011973816621555	nld-21-d_n-11799-n	1.0	nld-21-d_n-11799-n	11.779907614748232	nld-21-d_n-39876-n	1.286766995E8	nld-21-d_n-11799-n	1.286766995E8	nld-21-d_n-11799-n
grijns	glimlach	3.4594594594594597	0.09090909090909091	nld-21-d_n-28590-n	1.0033021088637848	nld-21-d_n-28590-n	0.16666666666666666	nld-21-d_n-28590-n	3.066634912582401	nld-21-d_n-28590-n	0.0	nld-21-d_n-28590-n	0.0	nld-21-d_n-28590-n
glas	drinkbeker	3.473684210526316	0.25	nld-21-d_n-31770-n	2.0149030205422647	nld-21-d_n-31770-n	0.6666666666666666	nld-21-d_n-31770-n	6.285283123401736	nld-21-d_n-31770-n	0.4425266518672315	nld-21-d_n-31770-n	0.06314812812348838	nld-21-d_n-31770-n
ochtend	morgen	3.6	1.0	nld-21-d_n-40803-n	3.4011973816621555	nld-21-d_n-40803-n	1.0	nld-21-d_n-40803-n	12.446875864199521	nld-21-d_n-40803-n	1.286766995E8	nld-21-d_n-40803-n	1.286766995E8	nld-21-d_n-40803-n
tocht	reis	3.6842105263157894	0.5	nld-21-d_n-30425-n	2.70805020110221	nld-21-d_n-30425-n	0.9333333333333333	nld-21-d_n-30425-n	10.288693201619074	nld-21-d_n-30425-n	0.9670809710558341	nld-21-d_n-30425-n	1.4276626876589478	nld-21-d_n-30425-n
koord	draadje	3.7948717948717947	0.3333333333333333	nld-21-d_n-40220-n	2.3025850929940455	nld-21-d_n-40220-n	0.8333333333333334	nld-21-d_n-40220-n	11.214474684478393	nld-21-d_n-40220-n	0.0	nld-21-d_n-31770-n	0.0	nld-21-d_n-31770-n
handtekening	signatuur	3.8157894736842106	0.5	nld-21-d_n-28368-n	2.70805020110221	nld-21-d_n-28368-n	0.9411764705882353	nld-21-d_n-28368-n	13.236033177928814	nld-21-d_n-28368-n	0.903763186303497	nld-21-d_n-28368-n	0.3547525848869495	nld-21-d_n-28368-n
wagen	auto	3.861111111111111	1.0	nld-21-d_n-26965-n	3.4011973816621555	nld-21-d_n-26965-n	1.0	nld-21-d_n-26965-n	10.617544323799097	nld-21-d_n-26965-n	1.286766995E8	nld-21-d_n-26965-n	1.286766995E8	nld-21-d_n-26965-n
magiër	tovenaar	3.8684210526315788	1.0	nld-21-d_n-31360-n	3.4011973816621555	nld-21-d_n-31360-n	1.0	nld-21-d_n-31360-n	15.767831922729439	nld-21-d_n-31360-n	1.286766995E8	nld-21-d_n-31360-n	1.286766995E8	nld-21-d_n-31360-n
bos	woud	3.9166666666666665	0.5	nld-21-d_n-10464-n	2.70805020110221	nld-21-d_n-10464-n	0.9090909090909091	nld-21-d_n-10464-n	12.529877269091156	nld-21-d_n-10464-n	0.0	nld-21-d_n-28590-n	0.0	nld-21-d_n-28590-n
begraafplaats	kerkhof	3.9166666666666665	1.0	nld-21-d_n-32695-n	3.4011973816621555	nld-21-d_n-32695-n	1.0	nld-21-d_n-32695-n	14.449772944628446	nld-21-d_n-32695-n	1.286766995E8	nld-21-d_n-32695-n	1.286766995E8	nld-21-d_n-32695-n
jongen	knul	3.923076923076923	1.0	nld-21-d_n-34331-n	3.4011973816621555	nld-21-d_n-34331-n	1.0	nld-21-d_n-34331-n	10.937196160168417	nld-21-d_n-34331-n	1.286766995E8	nld-21-d_n-34331-n	1.286766995E8	nld-21-d_n-34331-n
